Supplier Name,Zip Code,Department,Amount
CALLAS CONTRACTORS INC,21740,Not Defined,315345.43
CALMRA INC,20705,Health and Human Services,117865.00
CALVARY CARE II,20905,Health and Human Services,50872.47
CALVARY CARE III,20903,Health and Human Services,30344.00
CALVERTON CITIZENS ASSOCIATION INC,20704,Transportation,35572.40
CAMBRIDGE APARTMENTS INC,20814,Housing and Community Affairs,121902.30
CAMP OLYMPIA INC,20855,Health and Human Services,1558.00
CAMP OLYMPIA INC,20855,Recreation,26670.80
CAPITAL EAGLE INC,21401,Liquor Control,176666.60
CAPITAL EAGLE INC,21401,Not Defined,35333.32
CAPITAL PROPERTY HOLDING LP,20852,Countywide Generic,7832.91
CAPITAL PROPERTY HOLDING LP,20852,Not Defined,101419.13
CARACAL ENTERPRISES LLC DBA VENTEK INTERNATIONAL,94952,Transportation,42967.00
CARACAL ENTERPRISES LLC DBA VENTEK INTERNATIONAL,94954,Transportation,9290.00
CARDINAL HEALTH,43017,Health and Human Services,2671.99
CARDINAL HEALTH,60693,Health and Human Services,88922.70
CARDINAL HEALTH,60693,Human Resources,9388.00
CAREER TRANSITION CENTER,20902,Economic Development,206067.31
CAREER TRANSITION CENTER,20902,Health and Human Services,4485.94
CAREMARKPCS HEALTH LP,60062,Human Resources,41498088.22
CARL H ROGILLIO,20874,General Services,39600.25
CARLSBERG USA,11030,Liquor Control,26581.62
CARRIBEAN HELP CENTER INC,20906,Health and Human Services,20135.00
CARRIBEAN HELP CENTER INC,20906,Non-Departmental Accounts,27176.54
CASA DE MARYLAND,20783,Health and Human Services,516377.12
CASA DE MARYLAND,20783,Housing and Community Affairs,322853.87
CASA DE MARYLAND,20783,Non-Departmental Accounts,262552.62
CASA DE MARYLAND,20783,Recreation,6000.00
CASA DE MARYLAND,20783,Regional Services Centers,188556.94
CASA DE MARYLAND,20783,Transportation,4930.10
CASA DE MARYLAND,20912,Health and Human Services,101823.39
CASA DE MARYLAND,20912,Non-Departmental Accounts,30900.26
CASEY MANAGEMENT INC,20877,General Services,103188.82
CASEY MANAGEMENT INC,20877,Non-Departmental Accounts,36212.25
CASTLE BRANDS USA CORP,11030,Liquor Control,142406.42
CASTLE BRANDS USA CORP,11030,Not Defined,12917.27
CATHERINE R GRUBMAN,20815,Technology Services,55080.00
CATHOLIC CHARITIES OF THE ARCHDIOCESE OF WASHINGTON INC,20001,Health and Human Services,945954.78
CATHOLIC CHARITIES OF THE ARCHDIOCESE OF WASHINGTON INC,20001,Housing and Community Affairs,8433.44
CATHOLIC CHARITIES OF THE ARCHDIOCESE OF WASHINGTON INC,20001,Non-Departmental Accounts,102599.01
CATHOLIC CHARITIES OF THE ARCHDIOCESE OF WASHINGTON INC,20001,Sheriff,12378.00
CATHOLIC UNIVERSITY OF AM,20064,Health and Human Services,119690.43
CAYMUS VINEYARDS,94573,Liquor Control,111748.08
CECELIA CALHOUN-WELLS DDS,20901,Health and Human Services,62004.00
CELTIC INTERNATIONAL INC,60477,Liquor Control,391305.05
CENTENNIAL CONTRACTORS EN,20850,General Services,412533.58
CENTENNIAL CONTRACTORS EN,20850,Housing and Community Affairs,189544.99
CENTENNIAL CONTRACTORS EN,20850,Transportation,19496.62
CENTENNIAL CONTRACTORS EN,22182,Housing and Community Affairs,13418.21
CENTER FOR ADOPTION SUPPORT & EDUCATION INC,20866,Health and Human Services,186061.86
CENTRAL NATIONAL-GOTTESMAN INC DBA LINDENMEYR MUNROE,06150,General Services,51498.69
CENTRAL TECHNOLOGY,46122,Correction and Rehabilitation,6500.00
CENTRAL TECHNOLOGY,46122,Public Libraries,19040.00
CENTRONIA,20009,Health and Human Services,291841.95
CENTRONIA,20912,Health and Human Services,3843.00
CERTIFIED BUILDING SERVICES,20814,General Services,963.90
CERTIFIED BUILDING SERVICES,20855,Community Use of Public Facilities,526.58
CERTIFIED BUILDING SERVICES,20855,General Services,1874581.19
CERTIFIED BUILDING SERVICES,20855,Health and Human Services,1527.22
CERTIFIED BUILDING SERVICES,20855,Recreation,71471.84
CERTIFIED BUILDING SERVICES,20855,Regional Services Centers,1076.63
CH2M HILL,53202,Environmental Protection,102587.33
CH2M HILL,53202,Not Defined,-10258.75
CHARLES JACQUIN ET CIE INC,14692,Liquor Control,52303.74
CHARLES P JOHNSON & ASSOCIATES INC,20903,Environmental Protection,890821.90
CHASE EQUIPMENT FINANCE,43240,Debt Service,3736303.28
CHEN WALSH TECLER MCCABE,20850,Housing and Community Affairs,1136539.25
CHERRY BEKAERT LLP,22182,County Executive,66600.00
CHERRY BEKAERT LLP,23261,County Executive,134400.00
CHERYL L BANKS,21403,Health and Human Services,41769.60
CHESAPEAKE COUNSELING ASSOCIATES LLC,20896,Sheriff,59120.00
CHESAPEAKE FORD TRUCK SALES INC,21237,General Services,18727.47
CHESAPEAKE FORD TRUCK SALES INC,21237,Not Defined,24095.18
CHEVAL QUANCARD,,Liquor Control,140426.83
CHEVAL QUANCARD,,Not Defined,260619.59
CHEVY CHASE FIRE DEPT INC,20815,Fire and Rescue Service,86334.28
CHEVY CHASE SECTION 3,00000,Technology Services,905.55
CHEVY CHASE SECTION 3,20815,Non-Departmental Accounts,27474.00
CHEVY CHASE SECTION 3,20815,Not Defined,54394.15
CHEVY CHASE SECTION 3,20815,Technology Services,6160.86
CHEVY CHASE VIEW,20895,Non-Departmental Accounts,140951.00
CHEVY CHASE VIEW,20895,Technology Services,9475.04
CHEVY CHASE VIEW COUNCIL,20895,Not Defined,61001.11
CHEVY CHASE VILLAGE,20815,Board of Elections,500.00
CHEVY CHASE VILLAGE,20815,Non-Departmental Accounts,90232.12
CHEVY CHASE VILLAGE,20815,Not Defined,1015288.57
CHEVY CHASE VILLAGE,20815,Technology Services,16976.57
CHI CENTERS INC,20903,Health and Human Services,735972.12
CHI CENTERS INC,20903,Housing and Community Affairs,35440.00
CHI CENTERS INC,20903,Recreation,929.00
CHI CENTERS INC,20903,Transportation,32717.96
CHICAGO TITLE INSURANCE,20036,Housing and Community Affairs,5000000.00
CHILD CENTER AND ADULT SERVICES INC,20877,Non-Departmental Accounts,45000.00
CHILDRENS PEDIATRICIANS,20901,Health and Human Services,351076.69
CHIMES INC,21215,Health and Human Services,123904.88
CHINESE AMERICAN SENIOR SERVICE ASSOCIATION INC,20814,Health and Human Services,123134.96
CHINESE AMERICAN SENIOR SERVICE ASSOCIATION INC,20852,Health and Human Services,5178.88
CHINESE AMERICAN SENIOR SERVICE ASSOCIATION INC,20852,Non-Departmental Accounts,18950.00
CHINESE CULTURE COMMUNITY SERVICE CENTER,20877,Health and Human Services,87888.24
CHK AMERICA INC,93105,Transportation,71403.60
CHOICES INC,46205,Health and Human Services,624250.74
CHRISTIAN CHURCH FACILITIES,20852,Health and Human Services,36890.00
CHRYSALIS HOUSE INC,21032,Health and Human Services,385331.23
CHUNGBUK INCUBATOR FUND LLC,20850,Restricted Donations,150000.00
CIBER INC,22102,Finance,158.83
CIBER INC,22102,Not Defined,-15.88
CIBER INC,80111,Finance,6587580.56
CIBER INC,80111,Not Defined,-335870.42
CIRCLE PROPERTIES INC,21403,Intergovernmental Relations,3200.00
CIRCLE PROPERTIES INC,21403,Non-Departmental Accounts,63991.79
CITIROOF CORP,21046,General Services,779346.48
CITIROOF CORP,21046,Transportation,5880.00
CITISTREET,00000,Not Defined,15440959.51
CITY CONSTRUCTION LLC,20011,General Services,986495.00
CITY CONSTRUCTION LLC,20011,Not Defined,-98649.50
CITY OF GAITHERSBURG,20877,Environmental Protection,601697.00
CITY OF GAITHERSBURG,20877,General Services,308820.00
CITY OF GAITHERSBURG,20877,Health and Human Services,16978.48
CITY OF GAITHERSBURG,20877,Housing and Community Affairs,5493.40
CITY OF GAITHERSBURG,20877,Liquor Control,104800.40
CITY OF GAITHERSBURG,20877,Non-Departmental Accounts,1048299.36
CITY OF GAITHERSBURG,20877,Not Defined,17700000.00
CITY OF GAITHERSBURG,20877,Restricted Donations,2085.00
CITY OF GAITHERSBURG,20878,Health and Human Services,35766.00
CITY OF ROCKVILLE,20850,Board of Elections,50.00
CITY OF ROCKVILLE,20850,General Services,267402.02
CITY OF ROCKVILLE,20850,Health and Human Services,189574.35
CITY OF ROCKVILLE,20850,Housing and Community Affairs,124483.35
CITY OF ROCKVILLE,20850,Liquor Control,245.06
CITY OF ROCKVILLE,20850,Non-Departmental Accounts,2643495.98
CITY OF ROCKVILLE,20850,Not Defined,38043577.28
CITY OF ROCKVILLE,20850,Recreation,9480.16
CITY OF ROCKVILLE,20850,Restricted Donations,430.00
CITY OF ROCKVILLE,20850,Technology Services,1138159.40
CITY OF ROCKVILLE,20850,Transportation,250.00
CITY OF ROCKVILLE,20851,Health and Human Services,200.00
CITY OF ROCKVILLE,20851,Police,1500.00
CITY OF TAKOMA PARK,20912,Countywide Generic,71502.98
CITY OF TAKOMA PARK,20912,General Services,10000.00
CITY OF TAKOMA PARK,20912,Housing and Community Affairs,5744.06
CITY OF TAKOMA PARK,20912,Non-Departmental Accounts,3537814.24
CITY OF TAKOMA PARK,20912,Not Defined,11372654.44
CITY OF TAKOMA PARK,20912,Recreation,70312.50
CITY OF TAKOMA PARK,20912,Technology Services,816355.75
CJIS CENTRAL REPOSITORY,21208,Transportation,5458.00
CJIS CENTRAL REPOSITORY,21282,Community Engagement Cluster,18.00
CJIS CENTRAL REPOSITORY,21282,Fire and Rescue Service,6858.00
CJIS CENTRAL REPOSITORY,21282,Health and Human Services,1675.50
CJIS CENTRAL REPOSITORY,21282,Liquor Control,10954.25
CJIS CENTRAL REPOSITORY,21282,Transportation,47932.75
CLARK & WEINSTOCK INC,10022,Intergovernmental Relations,45996.50
CLARK PROPERTY TAX INVESTMENTS LLC,67206,Not Defined,514864.36
CLARKWOOD LC,20814,General Services,4832000.00
CLEAN CURRENTS INC,20850,Finance,50000.00
CLEAN ENERGY,90740,General Services,319271.42
CLEANHARBORS ENVIRONMENTAL SERVICES INC,02241,Environmental Protection,509605.40
CLEANHARBORS ENVIRONMENTAL SERVICES INC,20724,Police,70.45
CLEANHARBORS ENVIRONMENTAL SERVICES INC,20724,Transportation,270.84
CLERK OF CIRCUIT COURT,20850,County Attorney,1032.20
CLERK OF CIRCUIT COURT,20850,Transportation,445414.67
CLERK OF THE CIRCUIT COUR,20850,Circuit Court,12417.40
CLERK OF THE CIRCUIT COUR,20850,County Attorney,8740.26
CLERK OF THE CIRCUIT COUR,20850,Sheriff,3539.50
CLERK OF THE CIRCUIT COUR,20850,State's Attorney,33755.86
CLERK OF THE CIRCUIT COUR,20850,Transportation,286.20
CLIENT NETWORK SVCS INC,20850,Technology Services,95310.00
CLIFTON GUNDERSON LLP,21093,Environmental Protection,2804.00
CLIFTON GUNDERSON LLP,21093,Non-Departmental Accounts,342186.00
CLINICAL RADIOLOGISTS,20902,Health and Human Services,81501.00
CLIPPER CITY BREWING CO,21227,Liquor Control,277420.11
CLIPPER CITY BREWING CO,21227,Not Defined,24053.85
CN ROBINSON LIGHTING SUPPLY COMPANY,21227,Correction and Rehabilitation,154.56
CN ROBINSON LIGHTING SUPPLY COMPANY,21227,Transportation,24739.32
CN ROBINSON LIGHTING SUPPLY COMPANY,21264,Correction and Rehabilitation,23.04
CN ROBINSON LIGHTING SUPPLY COMPANY,21264,General Services,57768.65
CN ROBINSON LIGHTING SUPPLY COMPANY,21264,Transportation,66570.78
COALITION HOMES,20850,Health and Human Services,115706.00
COALITION HOMES,20850,Housing and Community Affairs,375114.06
COG INFORMATION CENTER,20002,Fire and Rescue Service,9000.00
COG INFORMATION CENTER,20002,Transportation,20000.00
COLLEGE TRACKS INC,20814,Housing and Community Affairs,31666.62
COLLEGE TRACKS INC,20814,Non-Departmental Accounts,49174.10
COLONIAL PARKING INC,20007,Fire and Rescue Service,900.00
COLONIAL PARKING INC,20007,Health and Human Services,1728.00
COLONIAL PARKING INC,20007,Liquor Control,3000.00
COLONIAL PARKING INC,20007,Non-Departmental Accounts,113441.00
COLONIAL PARKING INC,21279,Economic Development,1319.76
COLONIAL PARKING INC,21279,Fire and Rescue Service,1050.00
COLONIAL PARKING INC,21279,Liquor Control,9000.00
COLONIAL PARKING INC,21279,Sheriff,35.00
COLONIAL PARKING INC,21279,State's Attorney,35.00
COLONIAL PARKING INC,21279,Transportation,2625.00
COLOSSAL CONTRACTORS INC,20866,Board of Elections,1019.65
COLOSSAL CONTRACTORS INC,20866,Circuit Court,18500.00
COLOSSAL CONTRACTORS INC,20866,Correction and Rehabilitation,1950.40
COLOSSAL CONTRACTORS INC,20866,County Attorney,839.50
COLOSSAL CONTRACTORS INC,20866,County Council,5222.50
COLOSSAL CONTRACTORS INC,20866,Environmental Protection,3765.00
COLOSSAL CONTRACTORS INC,20866,General Services,1478833.84
COLOSSAL CONTRACTORS INC,20866,Health and Human Services,10630.10
COLOSSAL CONTRACTORS INC,20866,Liquor Control,9534.50
COLOSSAL CONTRACTORS INC,20866,Recreation,1950.00
COLOSSAL CONTRACTORS INC,20866,Regional Services Centers,1560.00
COLOSSAL CONTRACTORS INC,20866,Sheriff,1493.00
COLOSSAL CONTRACTORS INC,20866,Transportation,887601.05
COLOSSAL CONTRACTORS INC,20906,Circuit Court,1335.00
COLOSSAL CONTRACTORS INC,20906,General Services,1486.00
COLOSSAL CONTRACTORS INC,20906,Transportation,3387.44
COLOSSUS INCORPORATED DBA INTERACT PUBLIC SAFETY SYSTEMS,27101,Technology Services,405589.50
COLUMBIA LIGHTHOUSE FOR THE,20006,Health and Human Services,85534.89
COLUMBIA LIGHTHOUSE FOR THE,20006,Non-Departmental Accounts,8531.81
COLUMBIA TELECOMMUNICATIONS CORPORATION,20895,Technology Services,140462.78
COMMERCIAL LAWN & LANDSCAPE GAZEBO GARDENS,20833,Transportation,49284.00
COMMISSIONERS OF POOLESVIL,20837,Not Defined,1200000.00
COMMONHEALTH ACTION,20036,Not Defined,25000.00
COMMONWEALTH OF PENNSYLVANIA,17225,Not Defined,451757.28
COMMUNITY BRIDGES INC,20910,Health and Human Services,165893.20
COMMUNITY BRIDGES INC,20910,Housing and Community Affairs,20335.05
COMMUNITY CLINIC INC,20855,Health and Human Services,66495.00
COMMUNITY CLINIC INC,20855,Not Defined,1080.00
COMMUNITY CONNECTIONS INC,20003,Health and Human Services,125794.48
COMMUNITY MINISTRIES OF ROCKVILLE INC,20851,County Council,45.00
COMMUNITY MINISTRIES OF ROCKVILLE INC,20851,Health and Human Services,280135.00
COMMUNITY MINISTRIES OF ROCKVILLE INC,20851,Non-Departmental Accounts,24092.59
COMMUNITY RADIOLOGY,20853,Health and Human Services,26215.00
COMMUNITY SERVICES FOR AUTISTIC ADULTS & CHILDREN,20886,Health and Human Services,1240847.32
COMMUNITY SERVICES FOR AUTISTIC ADULTS & CHILDREN,20886,Public Libraries,51515.75
COMMUNITY SUPPORT SERVICES INC,20877,Health and Human Services,857770.51
COMMUNITY SUPPORT SERVICES INC,20877,Housing and Community Affairs,23745.02
COMPASS INC,20904,Health and Human Services,529981.87
COMPTROLLER OF MARYLAND,21297,Countywide Generic,563.45
COMPTROLLER OF MARYLAND,21297,General Services,1719.30
COMPTROLLER OF MARYLAND,21297,Not Defined,31799.73
COMPUTER ASSOCIATES INTL,19178,Technology Services,30345.98
COMPUTER LEARNING AND,20904,Health and Human Services,143564.63
COMPUTER TECHNOLOGY INC,20859,Recreation,1600.00
COMPUTER TECHNOLOGY INC,20878,Recreation,131346.04
CONCRETE GENERAL INC,20879,Not Defined,-304437.67
CONCRETE GENERAL INC,20879,Transportation,6112802.27
CONDUIT ROAD FIRE BOARD INC,20816,Fire and Rescue Service,82310.35
CONFERENCE & VISITORS BUREAU,20850,Community Engagement Cluster,360.00
CONFERENCE & VISITORS BUREAU,20850,Liquor Control,180.00
CONFERENCE & VISITORS BUREAU,20850,Non-Departmental Accounts,586959.69
CONSOLIDATED COMMERCIAL SERVICES,20903,Transportation,149073.75
CONSOLIDATED WATERPROOFIN,20705,Not Defined,26641.68
CONSTANTINE WINES INC,21045,Liquor Control,831974.81
CONSTANTINE WINES INC,21045,Not Defined,131556.89
CONSTELLATION BRANDS,14424,Liquor Control,5426554.28
CONSTELLATION BRANDS,14424,Not Defined,283478.17
CONSYS INC,20011,General Services,1000.00
CONSYS INC,20011,Not Defined,89230.26
CONTECHPRO LLC,20878,Transportation,28231.10
CONTRACT PHARMACY,18976,Correction and Rehabilitation,417509.23
CONTRACTOR COMPLIANCE,94404,General Services,244110.44
CONTRACTOR COMPLIANCE,94404,Housing and Community Affairs,746.37
CONTRACTOR COMPLIANCE,94404,Transportation,8248.32
CONVEYOR HANDLING COMPANY INC,21075,Liquor Control,49907.18
COORDINATING CENTER FOR HOME AND COMMUNITY CARE INC,21108,Health and Human Services,3900.00
COORDINATING CENTER FOR HOME AND COMMUNITY CARE INC,21108,Housing and Community Affairs,39000.00
CORAH FITNESS & DANCE LLC,20850,Recreation,43824.41
CORDELL HOMES LLC,20850,Housing and Community Affairs,556114.00
CORRECT RX PHARMACY SVCS,21090,Correction and Rehabilitation,15971.98
CORRECT RX PHARMACY SVCS,21090,Health and Human Services,138415.70
CORRECTIONAL EDUCATION AS,21075,Correction and Rehabilitation,231580.61
COSTAR REALTY INFO INC,20814,Economic Development,2173.92
COSTAR REALTY INFO INC,21279,Economic Development,19035.31
COSTAR REALTY INFO INC,21279,General Services,8242.94
COSTELLO CONSTRUCTION OF MARYLAND INC,21044,General Services,798099.00
COSTELLO CONSTRUCTION OF MARYLAND INC,21044,Not Defined,990324.50
COUNSELING PLUS INC,20910,Health and Human Services,43230.00
COURT APPOINTED SPECIAL ADVOCATE MONTGOMERY COUNTY MARYLAND INC,20851,Health and Human Services,93102.15
COURTSMART DIGITAL SYSTEM,01863,Circuit Court,50000.00
CRGT INC,21279,Emergency Management and Homeland Security,62134.40
CRGT INC,22182,County Executive,165307.00
CRGT INC,22182,Public Information,124448.10
CRIMINAL JUSTICE INFORMAT,21208,Fire and Rescue Service,666.00
CRIMINAL JUSTICE INFORMAT,21282,Community Engagement Cluster,54.00
CRIMINAL JUSTICE INFORMAT,21282,Fire and Rescue Service,936.00
CRIMINAL JUSTICE INFORMAT,21282,Recreation,29613.75
CRIMINAL JUSTICE INFORMAT,21282,Transportation,20260.25
CRISWELL CHEVROLET INC,20878,Environmental Protection,25298.03
DESMAN INC.,10018,Transportation,213002.13
CRISWELL CHEVROLET INC,20878,Fire and Rescue Service,899.04
CRISWELL CHEVROLET INC,20878,General Services,218513.52
CRISWELL CHEVROLET INC,20878,Not Defined,95590.42
CRISWELL CHEVROLET INC,20878,Police,33846.00
CRITTENTON SERVICES: FLOR,20910,Health and Human Services,7175.00
CRITTENTON SERVICES: FLOR,20910,Non-Departmental Accounts,33625.87
CROSS CULTURAL INFOTECH,20874,Health and Human Services,233633.42
CROSSWAY COMMUNITY INC,20895,Health and Human Services,16554.00
CROSSWAY COMMUNITY INC,20895,Non-Departmental Accounts,33179.36
CROWN IMPORTS,60603,Liquor Control,8661543.98
CROWN IMPORTS,60603,Not Defined,566340.43
CRW PARTS INC,21237,Not Defined,391233.64
CSI COMPUTER SPECIALISTS INC,21297,Technology Services,113361.03
CSV SALES INC,48377,Correction and Rehabilitation,311320.76
CSX TRANSPORTATION,15264,Liquor Control,3585.00
CSX TRANSPORTATION,15264,Not Defined,2610.00
CSX TRANSPORTATION,30368,General Services,238849.82
CSX TRANSPORTATION,30368,Transportation,93296.30
CSX TRANSPORTATION,32202,Liquor Control,270.00
CT STANLEY & SON INC,20872,Environmental Protection,641421.36
CT STANLEY & SON INC,20872,General Services,1218785.80
CTR SYSTEMS PARKING INC,15264,Transportation,206121.40
CUMMINS POWER SYSTEMS,19007,Fire and Rescue Service,8880.53
CUMMINS POWER SYSTEMS,19007,General Services,174987.95
CUMMINS POWER SYSTEMS,19007,Not Defined,636962.21
CUMMINS POWER SYSTEMS,19175,Fire and Rescue Service,385.23
CUMMINS POWER SYSTEMS,21061,Fire and Rescue Service,110.00
CUMMINS POWER SYSTEMS,21061,General Services,2052.93
CURTIS ENGINE & EQUIP INC,21227,General Services,134257.05
CURTIS ENGINE & EQUIP INC,21227,Public Information,170.00
CURTIS ENGINE & EQUIP INC,21227,Transportation,10793.41
CUSTOM TOWING INC,21704,Police,35077.00
CUTLER POOLESVILLE LLC,20814,Non-Departmental Accounts,43938.35
CYNTHIA MATA,20904,Health and Human Services,8259.03
CYNTHIA MATA,20905,Health and Human Services,35884.96
D AND F CONSTRUCTION INC,20747,County Executive,200948.27
D AND F CONSTRUCTION INC,20747,Environmental Protection,60325.78
D AND F CONSTRUCTION INC,20747,Housing and Community Affairs,34602.66
D AND F CONSTRUCTION INC,20747,Not Defined,56237.51
D AND F CONSTRUCTION INC,20747,Transportation,11536537.20
D AND F CONSTRUCTION INC,22202,Transportation,5500.25
DAIRY MAID DAIRY INC,21701,Correction and Rehabilitation,117722.16
DAMASCUS ENTERPRISES INC,20872,Transportation,48952.29
DAMASCUS FUEL CO INC,20872,Countywide Generic,11264.32
DAMASCUS FUEL CO INC,20872,Environmental Protection,3122.76
DESMAN INC.,22102,Transportation,4320.00
DAMASCUS FUEL CO INC,20872,Health and Human Services,14578.20
DAMASCUS FUEL CO INC,20872,Non-Departmental Accounts,150541.53
DAMASCUS FUEL CO INC,20872,Recreation,29622.45
DAMASCUS K PARTNERSHIP,20910,Housing and Community Affairs,47053.69
DAMASCUS VOL FIRE DEPT,20872,Fire and Rescue Service,118550.56
DANIEL DANIEL & DANIEL,21279,Liquor Control,89302.00
DANIEL DANIEL & DANIEL,21279,Non-Departmental Accounts,153474.00
DARNESTOWN VALLEY WHM LP,20878,Liquor Control,404312.51
DATA NETWORKS,21030,General Services,43893.00
DATA NETWORKS,21264,Technology Services,27816.61
DAVE CROCKER,20832,Recreation,41392.00
DAVID E HARVEY BUILDERS,77042,General Services,1934558.00
